"","filename","text"
"25","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","black"
"26","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"27","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"28","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","latin"
"29","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"30","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"31","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","native"
"32","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","american"
"33","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"34","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"35","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","native"
"36","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","indigenous"
"37","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"38","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"39","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","asian"
"40","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"41","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"42","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","middle"
"43","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","eastern"
"44","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"45","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","heterosexism"
"46","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","cis"
"47","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","sexism"
"48","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","xenophobia"
"49","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"50","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","semitism"
"51","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","ableism"
"52","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","mental"
"53","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","health"
"54","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","stigma"
"55","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","classism"
"56","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","include"
"57","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","marginalized"
"58","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","communities"
"59","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","allies"
"60","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","feel"
"61","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","safe"
"62","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","amherst"
"63","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","college"
"64","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","demand"
"65","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","cullen"
"66","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","murphy"
"67","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","chairman"
"68","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","board"
"69","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","trustees"
"70","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","issue"
"71","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","statement"
"72","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","apology"
"73","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","students"
"74","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","alumni"
"75","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","students"
"76","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","faculty"
"77","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","administration"
"78","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","staff"
"79","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","victims"
"80","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","injustices"
"81","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","including"
"82","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","limited"
"83","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","institutional"
"84","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","legacy"
"85","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","white"
"86","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","supremacy"
"87","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","colonialism"
"88","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"89","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","black"
"90","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"91","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"92","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","latinx"
"93","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"94","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"95","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","native"
"96","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","american"
"97","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"98","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"99","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","native"
"100","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","indigenous"
"101","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"102","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"103","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","asian"
"104","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"105","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"106","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","middle"
"107","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","eastern"
"108","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racism"
"109","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","heterosexism"
"110","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","cis"
"111","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","sexism"
"112","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","xenophobia"
"113","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","anti"
"114","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","semitism"
"115","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","ableism"
"116","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","mental"
"117","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","health"
"118","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","stigma"
"119","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","classism"
"120","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","amherst"
"121","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","college"
"122","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","police"
"123","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","department"
"124","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","issue"
"125","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","statement"
"126","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","protection"
"127","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","defense"
"128","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","form"
"129","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","violence"
"130","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","threats"
"131","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","retaliation"
"132","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","resulting"
"133","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","movement"
"134","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","president"
"135","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","martin"
"136","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","issue"
"137","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","statement"
"138","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","apology"
"139","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","faculty"
"140","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","staff"
"141","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","administrators"
"142","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","color"
"143","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","allies"
"144","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","provided"
"145","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","safe"
"146","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","space"
"147","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","thrive"
"148","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","amherst"
"149","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","college"
"150","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","president"
"151","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","martin"
"152","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","issue"
"153","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","statement"
"154","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","amherst"
"155","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","college"
"156","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","community"
"157","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","tolerate"
"158","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","actions"
"159","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","student"
"160","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","posted"
"161","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","lives"
"162","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","matter"
"163","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","posters"
"164","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","free"
"165","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","speech"
"166","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","posters"
"167","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","stated"
"168","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","memoriam"
"169","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","true"
"170","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","victim"
"171","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","missouri"
"172","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","protests"
"173","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","free"
"174","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","speech"
"175","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","student"
"176","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","body"
"177","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racially"
"178","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","insensitive"
"179","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","students"
"180","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","color"
"181","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","college"
"182","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","campus"
"183","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","victim"
"184","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racial"
"185","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","harassment"
"186","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","death"
"187","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","threats"
"188","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","alert"
"189","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","student"
"190","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","affairs"
"191","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","require"
"192","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","disciplinary"
"193","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","process"
"194","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","formal"
"195","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","complaint"
"196","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","filed"
"197","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","required"
"198","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","attend"
"199","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","extensive"
"200","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","training"
"201","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racial"
"202","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","cultural"
"203","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","competency"
"204","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","president"
"205","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","martin"
"206","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","issue"
"207","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","statement"
"208","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","support"
"209","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","revision"
"210","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","honor"
"211","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","code"
"212","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","reflect"
"213","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","tolerance"
"214","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","policy"
"215","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racial"
"216","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","insensitivity"
"217","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","hate"
"218","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","speech"
"219","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","president"
"220","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","martin"
"221","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","release"
"222","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","statement"
"223","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","friday"
"224","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","november"
"225","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","13th"
"226","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","00pm"
"227","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","condemns"
"228","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","inherent"
"229","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","racist"
"230","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","nature"
"231","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","unofficial"
"232","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","mascot"
"233","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","lord"
"234","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","jeff"
"235","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","circulate"
"236","/Users/cromanpa/MEGAsync/Packages/MacMini/D-Letters_16-20/Data/2016/Amherst College .pdf","student"
